sold_at,channel_code,sku_code,quantity,net_sales,unit_cost,channel_fee,marketing_cost,shipping_cost,return_cost,returned_quantity,location_code,location_name,product_name,category,order_id,line_id,country_code,currency_code,customer_token,shipping_region_1,shipping_region_2,order_status,scenario_note,data_pack_version
2026-06-10T13:09:00+09:00,W컨셉,COVE-14-BLK-F,1,200640,76000,30096,7022,3500,0,0,ONLINE,온라인몰,Maxi Dress,DRESS,BASE90V2-20260610-10-04,1,KR,KRW,CUST-0898,부산,해운대구,paid,90일 정상 기준,v2
2026-06-10T14:22:00+09:00,매장 POS,COVE-14-BLK-F,1,221160,76000,4423,2212,0,0,0,STORE-GANGNAM,강남점,Maxi Dress,DRESS,BASE90V2-20260610-10-05,1,KR,KRW,CUST-0909,서울,강남구,paid,90일 정상 기준,v2
2026-06-10T10:28:00+09:00,자사몰,EDGE-28-GRY-F,2,519920,91000,20797,18197,3500,0,0,ONLINE,온라인몰,Zip Jacket,OUTER,BASE90V2-20260610-11-00,1,KR,KRW,CUST-0891,서울,마포구,paid,90일 정상 기준,v2
2026-06-10T11:41:00+09:00,무신사,EDGE-28-GRY-F,2,493120,91000,59174,22190,3500,0,0,ONLINE,온라인몰,Zip Jacket,OUTER,BASE90V2-20260610-11-01,1,KR,KRW,CUST-0902,경기,성남시,paid,90일 정상 기준,v2
2026-06-10T12:54:00+09:00,29CM,EDGE-28-GRY-F,1,251920,91000,35269,10077,3500,0,0,ONLINE,온라인몰,Zip Jacket,OUTER,BASE90V2-20260610-11-02,1,KR,KRW,CUST-0913,경기,수원시,paid,90일 정상 기준,v2
2026-06-10T13:07:00+09:00,네이버,EDGE-28-GRY-F,1,259960,91000,20797,6499,3500,0,0,ONLINE,온라인몰,Zip Jacket,OUTER,BASE90V2-20260610-11-03,1,KR,KRW,CUST-0924,부산,해운대구,paid,90일 정상 기준,v2
2026-06-10T14:20:00+09:00,W컨셉,EDGE-28-GRY-F,1,235840,91000,35376,8254,3500,0,0,ONLINE,온라인몰,Zip Jacket,OUTER,BASE90V2-20260610-11-04,1,KR,KRW,CUST-0935,인천,연수구,paid,90일 정상 기준,v2
2026-06-10T15:33:00+09:00,매장 POS,EDGE-28-GRY-F,1,259960,91000,5199,2600,0,0,0,STORE-HANNAM,한남점,Zip Jacket,OUTER,BASE90V2-20260610-11-05,1,KR,KRW,CUST-0946,서울,용산구,paid,90일 정상 기준,v2
2026-06-11T10:34:00+09:00,자사몰,ARC-07-BLK-F,6,1443360,82000,57734,50518,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BASE90V2-20260611-00-00,1,KR,KRW,CUST-0507,서울,마포구,paid,90일 정상 기준,v2
2026-06-11T11:47:00+09:00,무신사,ARC-07-BLK-F,5,1140800,82000,136896,51336,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BASE90V2-20260611-00-01,1,KR,KRW,CUST-0518,경기,성남시,paid,90일 정상 기준,v2
2026-06-11T12:00:00+09:00,29CM,ARC-07-BLK-F,4,932480,82000,130547,37299,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BASE90V2-20260611-00-02,1,KR,KRW,CUST-0529,경기,수원시,paid,90일 정상 기준,v2
2026-06-11T13:13:00+09:00,네이버,ARC-07-BLK-F,4,962240,82000,76979,24056,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BASE90V2-20260611-00-03,1,KR,KRW,CUST-0540,부산,해운대구,paid,90일 정상 기준,v2
2026-06-11T14:26:00+09:00,W컨셉,ARC-07-BLK-F,3,654720,82000,98208,22915,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BASE90V2-20260611-00-04,1,KR,KRW,CUST-0551,인천,연수구,paid,90일 정상 기준,v2
2026-06-11T15:39:00+09:00,매장 POS,ARC-07-BLK-F,3,721680,82000,14434,7217,0,0,0,STORE-HANNAM,한남점,Utility Jacket,OUTER,BASE90V2-20260611-00-05,1,KR,KRW,CUST-0562,서울,용산구,paid,90일 정상 기준,v2
2026-06-11T11:45:00+09:00,자사몰,FLOW-22-BLK-F,4,613040,51000,24522,21456,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BASE90V2-20260611-01-00,1,KR,KRW,CUST-0544,경기,성남시,paid,90일 정상 기준,v2
2026-06-11T12:58:00+09:00,무신사,FLOW-22-BLK-F,4,581440,51000,69773,26165,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BASE90V2-20260611-01-01,1,KR,KRW,CUST-0555,경기,수원시,paid,90일 정상 기준,v2
2026-06-11T13:11:00+09:00,29CM,FLOW-22-BLK-F,3,445560,51000,62378,17822,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BASE90V2-20260611-01-02,1,KR,KRW,CUST-0566,부산,해운대구,paid,90일 정상 기준,v2
2026-06-11T14:24:00+09:00,네이버,FLOW-22-BLK-F,3,459780,51000,36782,11495,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BASE90V2-20260611-01-03,1,KR,KRW,CUST-0577,인천,연수구,paid,90일 정상 기준,v2
2026-06-11T15:37:00+09:00,W컨셉,FLOW-22-BLK-F,3,417120,51000,62568,14599,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BASE90V2-20260611-01-04,1,KR,KRW,CUST-0588,대구,수성구,paid,90일 정상 기준,v2
2026-06-11T16:50:00+09:00,매장 POS,FLOW-22-BLK-F,3,459780,51000,9196,4598,0,0,0,STORE-BUSAN,부산 센텀,Drape Pants,BOTTOM,BASE90V2-20260611-01-05,1,KR,KRW,CUST-0599,부산,해운대구,paid,90일 정상 기준,v2
2026-06-11T12:56:00+09:00,자사몰,EASE-19-CRM-F,3,343380,36000,13735,12018,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BASE90V2-20260611-02-00,1,KR,KRW,CUST-0581,경기,수원시,paid,90일 정상 기준,v2
2026-06-11T13:09:00+09:00,무신사,EASE-19-CRM-F,4,434240,36000,52109,19541,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BASE90V2-20260611-02-01,1,KR,KRW,CUST-0592,부산,해운대구,paid,90일 정상 기준,v2
2026-06-11T14:22:00+09:00,29CM,EASE-19-CRM-F,2,221840,36000,31058,8874,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BASE90V2-20260611-02-02,1,KR,KRW,CUST-0603,인천,연수구,paid,90일 정상 기준,v2
2026-06-11T15:35:00+09:00,네이버,EASE-19-CRM-F,2,228920,36000,18314,5723,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BASE90V2-20260611-02-03,1,KR,KRW,CUST-0614,대구,수성구,paid,90일 정상 기준,v2
2026-06-11T16:48:00+09:00,W컨셉,EASE-19-CRM-F,2,207680,36000,31152,7269,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BASE90V2-20260611-02-04,1,KR,KRW,CUST-0625,서울,성동구,paid,90일 정상 기준,v2
2026-06-11T17:01:00+09:00,매장 POS,EASE-19-CRM-F,2,228920,36000,4578,2289,0,0,0,STORE-SHANGHAI,상하이 IFC,Layer Top,TOP,BASE90V2-20260611-02-05,1,CN,KRW,CUST-0636,上海,浦东新区,paid,90일 정상 기준,v2
2026-06-11T13:07:00+09:00,자사몰,NOVA-11-NVY-F,2,422920,72000,16917,14802,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BASE90V2-20260611-03-00,1,KR,KRW,CUST-0618,부산,해운대구,paid,90일 정상 기준,v2
2026-06-11T14:20:00+09:00,무신사,NOVA-11-NVY-F,3,601680,72000,72202,27076,3500,6500,1,ONLINE,온라인몰,Volume Dress,DRESS,BASE90V2-20260611-03-01,1,KR,KRW,CUST-0629,인천,연수구,paid,90일 정상 기준,v2
2026-06-11T15:33:00+09:00,29CM,NOVA-11-NVY-F,2,409840,72000,57378,16394,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BASE90V2-20260611-03-02,1,KR,KRW,CUST-0640,대구,수성구,paid,90일 정상 기준,v2
2026-06-11T16:46:00+09:00,네이버,NOVA-11-NVY-F,3,634380,72000,50750,15860,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BASE90V2-20260611-03-03,1,KR,KRW,CUST-0651,서울,성동구,paid,90일 정상 기준,v2
2026-06-11T17:59:00+09:00,W컨셉,NOVA-11-NVY-F,2,383680,72000,57552,13429,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BASE90V2-20260611-03-04,1,KR,KRW,CUST-0662,서울,강남구,paid,90일 정상 기준,v2
2026-06-11T18:12:00+09:00,매장 POS,NOVA-11-NVY-F,2,422920,72000,8458,4229,0,0,0,STORE-SEONGSU,성수 플래그십,Volume Dress,DRESS,BASE90V2-20260611-03-05,1,KR,KRW,CUST-0673,서울,성동구,paid,90일 정상 기준,v2
2026-06-11T14:18:00+09:00,자사몰,AIR-24-NVY-F,4,768240,68000,30730,26888,3500,0,0,ONLINE,온라인몰,Airy Volume Dress,DRESS,BASE90V2-20260611-04-00,1,KR,KRW,CUST-0655,인천,연수구,paid,90일 정상 기준,v2
2026-06-11T15:31:00+09:00,무신사,AIR-24-NVY-F,4,0,68000,0,0,0,0,0,ONLINE,온라인몰,Airy Volume Dress,DRESS,BASE90V2-20260611-04-01,1,KR,KRW,CUST-0666,대구,수성구,cancelled,90일 정상 기준,v2
2026-06-11T16:44:00+09:00,29CM,AIR-24-NVY-F,2,372240,68000,52114,14890,3500,0,0,ONLINE,온라인몰,Airy Volume Dress,DRESS,BASE90V2-20260611-04-02,1,KR,KRW,CUST-0677,서울,성동구,paid,90일 정상 기준,v2
2026-06-11T17:57:00+09:00,네이버,AIR-24-NVY-F,3,576180,68000,46094,14405,3500,0,0,ONLINE,온라인몰,Airy Volume Dress,DRESS,BASE90V2-20260611-04-03,1,KR,KRW,CUST-0688,서울,강남구,paid,90일 정상 기준,v2
2026-06-11T18:10:00+09:00,W컨셉,AIR-24-NVY-F,2,348480,68000,52272,12197,3500,0,0,ONLINE,온라인몰,Airy Volume Dress,DRESS,BASE90V2-20260611-04-04,1,KR,KRW,CUST-0699,서울,마포구,paid,90일 정상 기준,v2
2026-06-11T19:23:00+09:00,매장 POS,AIR-24-NVY-F,2,384120,68000,7682,3841,0,0,0,STORE-GANGNAM,강남점,Airy Volume Dress,DRESS,BASE90V2-20260611-04-05,1,KR,KRW,CUST-0710,서울,강남구,paid,90일 정상 기준,v2
2026-06-11T15:29:00+09:00,자사몰,WAVE-31-WHT-F,3,430680,44000,17227,15074,3500,0,0,ONLINE,온라인몰,Sheer Shirt,TOP,BASE90V2-20260611-05-00,1,KR,KRW,CUST-0692,대구,수성구,paid,90일 정상 기준,v2
2026-06-11T16:42:00+09:00,무신사,WAVE-31-WHT-F,2,272320,44000,32678,12254,3500,0,0,ONLINE,온라인몰,Sheer Shirt,TOP,BASE90V2-20260611-05-01,1,KR,KRW,CUST-0703,서울,성동구,paid,90일 정상 기준,v2
2026-06-11T17:55:00+09:00,29CM,WAVE-31-WHT-F,2,278240,44000,38954,11130,3500,0,0,ONLINE,온라인몰,Sheer Shirt,TOP,BASE90V2-20260611-05-02,1,KR,KRW,CUST-0714,서울,강남구,paid,90일 정상 기준,v2
2026-06-11T18:08:00+09:00,네이버,WAVE-31-WHT-F,2,287120,44000,22970,7178,3500,0,0,ONLINE,온라인몰,Sheer Shirt,TOP,BASE90V2-20260611-05-03,1,KR,KRW,CUST-0725,서울,마포구,paid,90일 정상 기준,v2
2026-06-11T19:21:00+09:00,W컨셉,WAVE-31-WHT-F,2,260480,44000,39072,9117,3500,0,0,ONLINE,온라인몰,Sheer Shirt,TOP,BASE90V2-20260611-05-04,1,KR,KRW,CUST-0736,경기,성남시,paid,90일 정상 기준,v2
2026-06-11T20:34:00+09:00,매장 POS,WAVE-31-WHT-F,2,287120,44000,5742,2871,0,0,0,STORE-HANNAM,한남점,Sheer Shirt,TOP,BASE90V2-20260611-05-05,1,KR,KRW,CUST-0747,서울,용산구,paid,90일 정상 기준,v2
2026-06-11T16:40:00+09:00,자사몰,MOSS-18-BLK-F,1,133860,42000,5354,4685,3500,0,0,ONLINE,온라인몰,Volume Bermuda,BOTTOM,BASE90V2-20260611-06-00,1,KR,KRW,CUST-0729,서울,성동구,paid,90일 정상 기준,v2
2026-06-11T17:53:00+09:00,무신사,MOSS-18-BLK-F,1,126960,42000,15235,5713,3500,0,0,ONLINE,온라인몰,Volume Bermuda,BOTTOM,BASE90V2-20260611-06-01,1,KR,KRW,CUST-0740,서울,강남구,paid,90일 정상 기준,v2
2026-06-11T18:06:00+09:00,29CM,MOSS-18-BLK-F,1,129720,42000,18161,5189,3500,0,0,ONLINE,온라인몰,Volume Bermuda,BOTTOM,BASE90V2-20260611-06-02,1,KR,KRW,CUST-0751,서울,마포구,paid,90일 정상 기준,v2
2026-06-11T19:19:00+09:00,네이버,MOSS-18-BLK-F,1,133860,42000,10709,3347,3500,0,0,ONLINE,온라인몰,Volume Bermuda,BOTTOM,BASE90V2-20260611-06-03,1,KR,KRW,CUST-0762,경기,성남시,paid,90일 정상 기준,v2
2026-06-11T20:32:00+09:00,W컨셉,MOSS-18-BLK-F,1,121440,42000,18216,4250,3500,0,0,ONLINE,온라인몰,Volume Bermuda,BOTTOM,BASE90V2-20260611-06-04,1,KR,KRW,CUST-0773,경기,수원시,paid,90일 정상 기준,v2
2026-06-11T10:45:00+09:00,매장 POS,MOSS-18-BLK-F,1,133860,42000,2677,1339,0,0,0,STORE-BUSAN,부산 센텀,Volume Bermuda,BOTTOM,BASE90V2-20260611-06-05,1,KR,KRW,CUST-0784,부산,해운대구,paid,90일 정상 기준,v2
2026-06-11T17:51:00+09:00,자사몰,LUME-09-BEG-F,2,345320,59000,13813,12086,3500,0,0,ONLINE,온라인몰,Knit Cardigan,KNIT,BASE90V2-20260611-07-00,1,KR,KRW,CUST-0766,서울,강남구,paid,90일 정상 기준,v2
2026-06-11T18:04:00+09:00,무신사,LUME-09-BEG-F,2,327520,59000,39302,14738,3500,0,0,ONLINE,온라인몰,Knit Cardigan,KNIT,BASE90V2-20260611-07-01,1,KR,KRW,CUST-0777,서울,마포구,paid,90일 정상 기준,v2
2026-06-11T19:17:00+09:00,29CM,LUME-09-BEG-F,1,167320,59000,23425,6693,3500,0,0,ONLINE,온라인몰,Knit Cardigan,KNIT,BASE90V2-20260611-07-02,1,KR,KRW,CUST-0788,경기,성남시,paid,90일 정상 기준,v2
2026-06-11T20:30:00+09:00,네이버,LUME-09-BEG-F,2,345320,59000,27626,8633,3500,0,0,ONLINE,온라인몰,Knit Cardigan,KNIT,BASE90V2-20260611-07-03,1,KR,KRW,CUST-0799,경기,수원시,paid,90일 정상 기준,v2
2026-06-11T10:43:00+09:00,W컨셉,LUME-09-BEG-F,1,156640,59000,23496,5482,3500,0,0,ONLINE,온라인몰,Knit Cardigan,KNIT,BASE90V2-20260611-07-04,1,KR,KRW,CUST-0810,부산,해운대구,paid,90일 정상 기준,v2
2026-06-11T11:56:00+09:00,매장 POS,LUME-09-BEG-F,1,172660,59000,3453,1727,0,0,0,STORE-SHANGHAI,상하이 IFC,Knit Cardigan,KNIT,BASE90V2-20260611-07-05,1,CN,KRW,CUST-0821,上海,浦东新区,paid,90일 정상 기준,v2
2026-06-11T18:02:00+09:00,자사몰,CORE-55-WHT-F,3,197880,19000,7915,6926,3500,6500,1,ONLINE,온라인몰,Logo Tee,TOP,BASE90V2-20260611-08-00,1,KR,KRW,CUST-0803,서울,마포구,paid,90일 정상 기준,v2
2026-06-11T19:15:00+09:00,무신사,CORE-55-WHT-F,5,312800,19000,37536,14076,3500,0,0,ONLINE,온라인몰,Logo Tee,TOP,BASE90V2-20260611-08-01,1,KR,KRW,CUST-0814,경기,성남시,paid,90일 정상 기준,v2
2026-06-11T20:28:00+09:00,29CM,CORE-55-WHT-F,3,191760,19000,26846,7670,3500,0,0,ONLINE,온라인몰,Logo Tee,TOP,BASE90V2-20260611-08-02,1,KR,KRW,CUST-0825,경기,수원시,paid,90일 정상 기준,v2
2026-06-11T10:41:00+09:00,네이버,CORE-55-WHT-F,4,263840,19000,21107,6596,3500,0,0,ONLINE,온라인몰,Logo Tee,TOP,BASE90V2-20260611-08-03,1,KR,KRW,CUST-0836,부산,해운대구,paid,90일 정상 기준,v2
2026-06-11T11:54:00+09:00,W컨셉,CORE-55-WHT-F,3,179520,19000,26928,6283,3500,0,0,ONLINE,온라인몰,Logo Tee,TOP,BASE90V2-20260611-08-04,1,KR,KRW,CUST-0847,인천,연수구,paid,90일 정상 기준,v2
2026-06-11T12:07:00+09:00,매장 POS,CORE-55-WHT-F,3,197880,19000,3958,1979,0,0,0,STORE-SEONGSU,성수 플래그십,Logo Tee,TOP,BASE90V2-20260611-08-05,1,KR,KRW,CUST-0858,서울,성동구,paid,90일 정상 기준,v2
2026-06-11T19:13:00+09:00,자사몰,FORM-42-DEN-F,2,325920,58000,13037,11407,3500,0,0,ONLINE,온라인몰,Denim Skirt,BOTTOM,BASE90V2-20260611-09-00,1,KR,KRW,CUST-0840,경기,성남시,paid,90일 정상 기준,v2
2026-06-11T20:26:00+09:00,무신사,FORM-42-DEN-F,2,309120,58000,37094,13910,3500,0,0,ONLINE,온라인몰,Denim Skirt,BOTTOM,BASE90V2-20260611-09-01,1,KR,KRW,CUST-0851,경기,수원시,paid,90일 정상 기준,v2
2026-06-11T10:39:00+09:00,29CM,FORM-42-DEN-F,2,315840,58000,44218,12634,3500,0,0,ONLINE,온라인몰,Denim Skirt,BOTTOM,BASE90V2-20260611-09-02,1,KR,KRW,CUST-0862,부산,해운대구,paid,90일 정상 기준,v2
2026-06-11T11:52:00+09:00,네이버,FORM-42-DEN-F,2,325920,58000,26074,8148,3500,0,0,ONLINE,온라인몰,Denim Skirt,BOTTOM,BASE90V2-20260611-09-03,1,KR,KRW,CUST-0873,인천,연수구,paid,90일 정상 기준,v2
2026-06-11T12:05:00+09:00,W컨셉,FORM-42-DEN-F,1,147840,58000,22176,5174,3500,0,0,ONLINE,온라인몰,Denim Skirt,BOTTOM,BASE90V2-20260611-09-04,1,KR,KRW,CUST-0884,대구,수성구,paid,90일 정상 기준,v2
2026-06-11T13:18:00+09:00,매장 POS,FORM-42-DEN-F,1,162960,58000,3259,1630,0,0,0,STORE-GANGNAM,강남점,Denim Skirt,BOTTOM,BASE90V2-20260611-09-05,1,KR,KRW,CUST-0895,서울,강남구,paid,90일 정상 기준,v2
2026-06-11T20:24:00+09:00,자사몰,COVE-14-BLK-F,2,442320,76000,17693,15481,3500,0,0,ONLINE,온라인몰,Maxi Dress,DRESS,BASE90V2-20260611-10-00,1,KR,KRW,CUST-0877,경기,수원시,paid,90일 정상 기준,v2
2026-06-11T10:37:00+09:00,무신사,COVE-14-BLK-F,2,419520,76000,50342,18878,3500,0,0,ONLINE,온라인몰,Maxi Dress,DRESS,BASE90V2-20260611-10-01,1,KR,KRW,CUST-0888,부산,해운대구,paid,90일 정상 기준,v2
2026-06-11T11:50:00+09:00,29CM,COVE-14-BLK-F,1,214320,76000,30005,8573,3500,0,0,ONLINE,온라인몰,Maxi Dress,DRESS,BASE90V2-20260611-10-02,1,KR,KRW,CUST-0899,인천,연수구,paid,90일 정상 기준,v2
2026-06-11T12:03:00+09:00,네이버,COVE-14-BLK-F,1,221160,76000,17693,5529,3500,0,0,ONLINE,온라인몰,Maxi Dress,DRESS,BASE90V2-20260611-10-03,1,KR,KRW,CUST-0910,대구,수성구,paid,90일 정상 기준,v2
2026-06-11T13:16:00+09:00,W컨셉,COVE-14-BLK-F,1,200640,76000,30096,7022,3500,0,0,ONLINE,온라인몰,Maxi Dress,DRESS,BASE90V2-20260611-10-04,1,KR,KRW,CUST-0921,서울,성동구,paid,90일 정상 기준,v2
2026-06-11T14:29:00+09:00,매장 POS,COVE-14-BLK-F,1,221160,76000,4423,2212,0,0,0,STORE-HANNAM,한남점,Maxi Dress,DRESS,BASE90V2-20260611-10-05,1,KR,KRW,CUST-0932,서울,용산구,paid,90일 정상 기준,v2
2026-06-11T10:35:00+09:00,자사몰,EDGE-28-GRY-F,2,519920,91000,20797,18197,3500,0,0,ONLINE,온라인몰,Zip Jacket,OUTER,BASE90V2-20260611-11-00,1,KR,KRW,CUST-0914,부산,해운대구,paid,90일 정상 기준,v2
2026-06-11T11:48:00+09:00,무신사,EDGE-28-GRY-F,2,493120,91000,59174,22190,3500,0,0,ONLINE,온라인몰,Zip Jacket,OUTER,BASE90V2-20260611-11-01,1,KR,KRW,CUST-0925,인천,연수구,paid,90일 정상 기준,v2
2026-06-11T12:01:00+09:00,29CM,EDGE-28-GRY-F,1,251920,91000,35269,10077,3500,0,0,ONLINE,온라인몰,Zip Jacket,OUTER,BASE90V2-20260611-11-02,1,KR,KRW,CUST-0936,대구,수성구,paid,90일 정상 기준,v2
2026-06-11T13:14:00+09:00,네이버,EDGE-28-GRY-F,1,259960,91000,20797,6499,3500,0,0,ONLINE,온라인몰,Zip Jacket,OUTER,BASE90V2-20260611-11-03,1,KR,KRW,CUST-0947,서울,성동구,paid,90일 정상 기준,v2
2026-06-11T14:27:00+09:00,W컨셉,EDGE-28-GRY-F,1,235840,91000,35376,8254,3500,0,0,ONLINE,온라인몰,Zip Jacket,OUTER,BASE90V2-20260611-11-04,1,KR,KRW,CUST-0958,서울,강남구,paid,90일 정상 기준,v2
2026-06-11T15:40:00+09:00,매장 POS,EDGE-28-GRY-F,1,259960,91000,5199,2600,0,0,0,STORE-BUSAN,부산 센텀,Zip Jacket,OUTER,BASE90V2-20260611-11-05,1,KR,KRW,CUST-0969,부산,해운대구,paid,90일 정상 기준,v2
2026-06-12T10:41:00+09:00,자사몰,ARC-07-BLK-F,4,962240,82000,38490,33678,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BASE90V2-20260612-00-00,1,KR,KRW,CUST-0530,부산,해운대구,paid,90일 정상 기준,v2
2026-06-12T11:54:00+09:00,무신사,ARC-07-BLK-F,6,1368960,82000,164275,61603,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BASE90V2-20260612-00-01,1,KR,KRW,CUST-0541,인천,연수구,paid,90일 정상 기준,v2
2026-06-12T12:07:00+09:00,29CM,ARC-07-BLK-F,3,699360,82000,97910,27974,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BASE90V2-20260612-00-02,1,KR,KRW,CUST-0552,대구,수성구,paid,90일 정상 기준,v2
2026-06-12T13:20:00+09:00,네이버,ARC-07-BLK-F,5,1202800,82000,96224,30070,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BASE90V2-20260612-00-03,1,KR,KRW,CUST-0563,서울,성동구,paid,90일 정상 기준,v2
2026-06-12T14:33:00+09:00,W컨셉,ARC-07-BLK-F,3,654720,82000,98208,22915,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BASE90V2-20260612-00-04,1,KR,KRW,CUST-0574,서울,강남구,paid,90일 정상 기준,v2
2026-06-12T15:46:00+09:00,매장 POS,ARC-07-BLK-F,2,481120,82000,9622,4811,0,0,0,STORE-BUSAN,부산 센텀,Utility Jacket,OUTER,BASE90V2-20260612-00-05,1,KR,KRW,CUST-0585,부산,해운대구,paid,90일 정상 기준,v2
2026-06-12T11:52:00+09:00,자사몰,FLOW-22-BLK-F,3,459780,51000,18391,16092,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BASE90V2-20260612-01-00,1,KR,KRW,CUST-0567,인천,연수구,paid,90일 정상 기준,v2
2026-06-12T12:05:00+09:00,무신사,FLOW-22-BLK-F,5,726800,51000,87216,32706,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BASE90V2-20260612-01-01,1,KR,KRW,CUST-0578,대구,수성구,paid,90일 정상 기준,v2
2026-06-12T13:18:00+09:00,29CM,FLOW-22-BLK-F,3,445560,51000,62378,17822,3500,6500,1,ONLINE,온라인몰,Drape Pants,BOTTOM,BASE90V2-20260612-01-02,1,KR,KRW,CUST-0589,서울,성동구,paid,90일 정상 기준,v2
2026-06-12T14:31:00+09:00,네이버,FLOW-22-BLK-F,4,613040,51000,49043,15326,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BASE90V2-20260612-01-03,1,KR,KRW,CUST-0600,서울,강남구,paid,90일 정상 기준,v2
2026-06-12T15:44:00+09:00,W컨셉,FLOW-22-BLK-F,3,417120,51000,62568,14599,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BASE90V2-20260612-01-04,1,KR,KRW,CUST-0611,서울,마포구,paid,90일 정상 기준,v2
2026-06-12T16:57:00+09:00,매장 POS,FLOW-22-BLK-F,3,459780,51000,9196,4598,0,0,0,STORE-SHANGHAI,상하이 IFC,Drape Pants,BOTTOM,BASE90V2-20260612-01-05,1,CN,KRW,CUST-0622,上海,浦东新区,paid,90일 정상 기준,v2
2026-06-12T12:03:00+09:00,자사몰,EASE-19-CRM-F,3,343380,36000,13735,12018,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BASE90V2-20260612-02-00,1,KR,KRW,CUST-0604,대구,수성구,paid,90일 정상 기준,v2
2026-06-12T13:16:00+09:00,무신사,EASE-19-CRM-F,3,325680,36000,39082,14656,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BASE90V2-20260612-02-01,1,KR,KRW,CUST-0615,서울,성동구,paid,90일 정상 기준,v2
2026-06-12T14:29:00+09:00,29CM,EASE-19-CRM-F,3,0,36000,0,0,0,0,0,ONLINE,온라인몰,Layer Top,TOP,BASE90V2-20260612-02-02,1,KR,KRW,CUST-0626,서울,강남구,cancelled,90일 정상 기준,v2
2026-06-12T15:42:00+09:00,네이버,EASE-19-CRM-F,3,343380,36000,27470,8585,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BASE90V2-20260612-02-03,1,KR,KRW,CUST-0637,서울,마포구,paid,90일 정상 기준,v2
2026-06-12T16:55:00+09:00,W컨셉,EASE-19-CRM-F,2,207680,36000,31152,7269,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BASE90V2-20260612-02-04,1,KR,KRW,CUST-0648,경기,성남시,paid,90일 정상 기준,v2
2026-06-12T17:08:00+09:00,매장 POS,EASE-19-CRM-F,2,228920,36000,4578,2289,0,0,0,STORE-SEONGSU,성수 플래그십,Layer Top,TOP,BASE90V2-20260612-02-05,1,KR,KRW,CUST-0659,서울,성동구,paid,90일 정상 기준,v2
2026-06-12T13:14:00+09:00,자사몰,NOVA-11-NVY-F,3,634380,72000,25375,22203,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BASE90V2-20260612-03-00,1,KR,KRW,CUST-0641,서울,성동구,paid,90일 정상 기준,v2
2026-06-12T14:27:00+09:00,무신사,NOVA-11-NVY-F,2,401120,72000,48134,18050,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BASE90V2-20260612-03-01,1,KR,KRW,CUST-0652,서울,강남구,paid,90일 정상 기준,v2
2026-06-12T15:40:00+09:00,29CM,NOVA-11-NVY-F,2,409840,72000,57378,16394,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BASE90V2-20260612-03-02,1,KR,KRW,CUST-0663,서울,마포구,paid,90일 정상 기준,v2
2026-06-12T16:53:00+09:00,네이버,NOVA-11-NVY-F,2,422920,72000,33834,10573,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BASE90V2-20260612-03-03,1,KR,KRW,CUST-0674,경기,성남시,paid,90일 정상 기준,v2
2026-06-12T17:06:00+09:00,W컨셉,NOVA-11-NVY-F,2,383680,72000,57552,13429,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BASE90V2-20260612-03-04,1,KR,KRW,CUST-0685,경기,수원시,paid,90일 정상 기준,v2
